SMILES,NAME,i_m_ct_format,i_sd_PUBCHEM\_COMPOUND\_CID,s_sd_PUBCHEM\_IUPAC\_INCHI,s_sd_PUBCHEM\_IUPAC\_INCHIKEY,r_sd_PUBCHEM\_EXACT\_MASS,s_sd_PUBCHEM\_MOLECULAR\_FORMULA,r_sd_PUBCHEM\_MOLECULAR\_WEIGHT,r_sd_PUBCHEM\_CACTVS\_TPSA,i_sd_Reference_for_HalfLife\_AID\_num,i_sd_Stable,r_sd_Half-Life_in_MLM_minutes,s_sd_PUBCHEM\_IUPAC\_NAME,s_sd_PUBCHEM\_IUPAC\_TRADITIONAL\_NAME,b_sd_chiral_flag,i_sd_version,s_m_source_file,i_m_source_file_index,i_lp_mmshare_version,i_f3d_flags,s_epik_input,s_epik_cmdline,r_lp_tautomer_probability,r_epik_Ionization_Penalty,r_epik_Ionization_Penalty_Charging,r_epik_Ionization_Penalty_Neutral,r_epik_State_Penalty,r_epik_Charging_Adjusted_Penalty,i_epik_Tot_Q,i_epik_Tot_abs_Q,s_st_EZ_1,s_st_EZ_2,s_lp_Force_Field,r_lp_Energy,b_lp_Chiralities_Consistent,s_lp_Variant,r_mmod_Potential_Energy-S-OPLS,r_mmod_Stretch_Energy-S-OPLS,r_mmod_Bend_Energy-S-OPLS,r_mmod_Torsional_Energy-S-OPLS,r_mmod_Improper_Torsional_Energy-S-OPLS,r_mmod_Van_der_Waal_Energy-S-OPLS,r_mmod_Electrostatic_Energy-S-OPLS,r_mmod_Solvation_Energy-S-OPLS,b_mmod_Minimization_Converged-S-OPLS,r_mmod_RMS_Derivative-S-OPLS,i_sd_Name,r_sd_PUBCHEM\_XLOGP3\_AA,s_sd_Qualifier_for_MLM_HalfLife,s_epik_Chemistry_Notes,i_qp_#stars,i_qp_#amine,i_qp_#amidine,i_qp_#acid,i_qp_#amide,i_qp_#rotor,i_qp_#rtvFG,i_qp_CNS,r_qp_mol_MW,r_qp_dipole,r_qp_SASA,r_qp_FOSA,r_qp_FISA,r_qp_PISA,r_qp_WPSA,r_qp_volume,r_qp_donorHB,r_qp_accptHB,r_qp_dip^2/V,r_qp_ACxDN^.5/SA,r_qp_glob,r_qp_QPpolrz,r_qp_QPlogPC16,r_qp_QPlogPoct,r_qp_QPlogPw,r_qp_QPlogPo/w,r_qp_QPlogS,r_qp_CIQPlogS,r_qp_QPlogHERG,r_qp_QPPCaco,r_qp_QPlogBB,r_qp_QPPMDCK,r_qp_QPlogKp,r_qp_IP(eV),r_qp_EA(eV),i_qp_#metab,r_qp_QPlogKhsa,i_qp_HumanOralAbsorption,r_qp_PercentHumanOralAbsorption,r_qp_SAfluorine,r_qp_SAamideO,r_qp_PSA,i_qp_#NandO,i_qp_RuleOfFive,i_qp_RuleOfThree,i_qp_#ringatoms,i_qp_#in34,i_qp_#in56,i_qp_#noncon,i_qp_#nonHatm,r_qp_Jm
CCC(CC)c1nc(NC(C)C)nc(n1)Nc(c2)ccc(Cl)c2Cl,25148306,2,25148306,"InChI=1S/C17H23Cl2N5/c1-5-11(6-2)15-22-16(20-10(3)4)24-17(23-15)21-12-7-8-13(18)14(19)9-12/h7-11H,5-6H2,1-4H3,(H2,20,21,22,23,24)",FLDNBSAOBKFTRJ-UHFFFAOYSA-N,367.133051,C17H23Cl2N5,368.30402,62.7,303645,1,60.0,"4-N-(3,4-dichlorophenyl)-6-pentan-3-yl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine","[4-(3,4-dichloroanilino)-6-(1-ethylpropyl)-s-triazin-2-yl]-isopropyl-amine",0,0,ligprep_3.sdf,11,55137,0,W2NIXTFbY0hdYyhDbCljKENsKVtjSF1jMVtOSF1jKG4yKW5jKFtOSF1bQ0hdKFtDSDNdKVtDSDNdKW5jMltDSF0oW0NIMl1bQ0gzXSlbQ0gyXVtDSDNd,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0008,0.0,0.0008,-0.0,0.0,0,0,,,S-OPLS,9.931292,1,25148306-1,-933.989440917969,7.61264657974243,46.2278861999512,0.975258767604828,0.107812412083149,102.096710205078,-1079.6396484375,-11.3701267242432,1,0.0465804859995842,25148306,6.1,>,,1,0,0,0,0,7,0,1,368.308,4.482,685.138,402.9,38.009,114.302,129.927,1193.002,2.0,4.0,0.0168405,0.0082565,0.7939893,38.187,11.776,17.613,7.775,5.263,-6.555,-5.723,-5.411,4319.79,0.059,10000.0,-1.145,8.609,0.568,1,0.703,1,100.0,0.0,0.0,51.253,5,1,1,12,0,12,0,24,0.00734337365710859
CCCC(=O)N/C(NC(C)C)=N/C(=N1)N(C(=O)C1=O)c(c2)ccc(Cl)c2Cl,23731287,2,23731287,"InChI=1S/C17H19Cl2N5O3/c1-4-5-13(25)21-16(20-9(2)3)23-17-22-14(26)15(27)24(17)10-6-7-11(18)12(19)8-10/h6-9H,4-5H2,1-3H3,(H2,20,21,22,23,25,26)",LADKTEHTHAXRNI-UHFFFAOYSA-N,411.086495,C17H19Cl2N5O3,412.27046,103.0,303645,0,10.0,"N-[N-[1-(3,4-dichlorophenyl)-4,5-dioxoimidazol-2-yl]-N'-propan-2-ylcarbamimidoyl]butanamide","N-[N-[1-(3,4-dichlorophenyl)-4,5-diketo-2-imidazolin-2-yl]-N'-isopropyl-amidino]butyramide",0,0,ligprep_3.sdf,12,55137,0,W2NIXTFbY0hdYyhDbCljKENsKVtjSF1jMU4yQyg9TkMoPU8pQzI9TylbTkhdXEMoPU5cW0NIXShbQ0gzXSlbQ0gzXSlbTkhdQyg9TylbQ0gyXVtDSDJdW0NIM10=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0065,0.0,0.0065,-0.0,0.0,0,0,12_9_13_8_Z,,S-OPLS,38.632425,1,23731287-1,-400.2080078125,13.2885723114014,84.7593383789063,34.9314346313477,1.35714888572693,87.9526062011719,-528.52734375,-93.9697723388672,1,0.040772445499897,23731287,3.8,<,This compound has an imine and may undergo hydrolysis.,0,0,0,0,0,5,2,-2,412.275,11.539,709.194,326.916,160.637,97.586,124.055,1245.432,1.0,8.0,0.1069153,0.0112804,0.7893689,41.41,12.772,21.295,11.467,3.201,-5.92,-5.047,-5.406,296.879,-1.152,636.568,-3.656,9.335,1.474,1,0.186,3,89.94,0.0,0.0,130.763,8,0,1,11,0,11,0,27,0.000109292363393401
CCC(CC)C(=O)N/C(NC(C)C)=N/C(=N1)N(C(=O)C1=O)c(c2)ccc(Cl)c2Cl,23731286,2,23731286,"InChI=1S/C19H23Cl2N5O3/c1-5-11(6-2)15(27)23-18(22-10(3)4)25-19-24-16(28)17(29)26(19)12-7-8-13(20)14(21)9-12/h7-11H,5-6H2,1-4H3,(H2,22,23,24,25,27,28)",JMYFJTNNXVXCMI-UHFFFAOYSA-N,439.117795,C19H23Cl2N5O3,440.32362,103.0,303645,0,10.0,"N-[N-[1-(3,4-dichlorophenyl)-4,5-dioxoimidazol-2-yl]-N'-propan-2-ylcarbamimidoyl]-2-ethylbutanamide","N-[N-[1-(3,4-dichlorophenyl)-4,5-diketo-2-imidazolin-2-yl]-N'-isopropyl-amidino]-2-ethyl-butyramide",0,0,ligprep_3.sdf,13,55137,0,W2NIXTFbY0hdYyhDbCljKENsKVtjSF1jMU4yQyg9TkMoPU8pQzI9TylbTkhdQyg9TlxbQ0hdKFtDSDNdKVtDSDNdKVxbTkhdQyg9TylbQ0hdKFtDSDJdW0NIM10pW0NIMl1bQ0gzXQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0068,0.0,0.0068,-0.0,0.0,0,0,18_9_17_6_Z,,S-OPLS,42.425452,1,23731286-1,-280.065826416016,15.3268671035767,83.5747909545898,37.7635841369629,1.19677793979645,84.9279937744141,-425.189270019531,-77.6665954589844,1,0.0457393974065781,23731286,4.8,<,This compound has an imine and may undergo hydrolysis.,1,0,0,0,0,6,2,-2,440.328,13.471,728.292,370.777,150.001,91.388,116.126,1328.66,1.0,8.0,0.1365784,0.0109846,0.8025436,44.039,13.347,22.572,11.175,3.767,-6.055,-5.613,-5.163,374.49,-1.066,740.339,-3.386,9.364,1.403,1,0.372,3,95.059,0.0,0.0,125.777,8,0,1,11,0,11,0,29,0.00015936753641995
CC(C)C(=O)N/C(NC(C)C)=N/C(=N1)N(C(=O)C1=O)c(c2)ccc(Cl)c2Cl,23731284,2,23731284,"InChI=1S/C17H19Cl2N5O3/c1-8(2)13(25)21-16(20-9(3)4)23-17-22-14(26)15(27)24(17)10-5-6-11(18)12(19)7-10/h5-9H,1-4H3,(H2,20,21,22,23,25,26)",UDEZYDQPTGCQJD-UHFFFAOYSA-N,411.086495,C17H19Cl2N5O3,412.27046,103.0,303645,0,10.0,"N-[N-[1-(3,4-dichlorophenyl)-4,5-dioxoimidazol-2-yl]-N'-propan-2-ylcarbamimidoyl]-2-methylpropanamide","N-[N-[1-(3,4-dichlorophenyl)-4,5-diketo-2-imidazolin-2-yl]-N'-isopropyl-amidino]-2-methyl-propionamide",0,0,ligprep_3.sdf,14,55137,0,W2NIXTFbY0hdYyhDbCljKENsKVtjSF1jMU4yQyg9TkMoPU8pQzI9TylbTkhdXEMoPU5cW0NIXShbQ0gzXSlbQ0gzXSlbTkhdQyg9TylbQ0hdKFtDSDNdKVtDSDNd,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0063,0.0,0.0063,-0.0,0.0,0,0,12_9_13_8_Z,,S-OPLS,41.837378,1,23731284-1,-342.164306640625,14.0380992889404,83.7880249023438,44.0356597900391,1.26667368412018,88.8056411743164,-488.871978759766,-85.226448059082,1,0.0469707772135735,23731284,4.0,<,This compound has an imine and may undergo hydrolysis.,1,0,0,0,0,4,2,-1,412.275,13.868,703.652,324.272,153.697,95.859,129.824,1240.605,1.0,8.0,0.1550153,0.0113692,0.7935285,41.842,12.694,22.148,11.618,3.241,-6.012,-5.047,-5.33,345.456,-0.986,806.463,-3.63,9.312,1.46,1,0.218,3,91.355,0.0,0.0,128.753,8,0,1,11,0,11,0,27,9.38831439362832e-05
O=C1C(=O)N(C(C)C)C(=N1)/N=C(\NC(=O)C(C)(C)C)Nc2cc(Cl)c(Cl)cc2,23731283,2,23731283,"InChI=1S/C18H21Cl2N5O3/c1-9(2)25-14(27)13(26)22-17(25)24-16(23-15(28)18(3,4)5)21-10-6-7-11(19)12(20)8-10/h6-9H,1-5H3,(H2,21,22,23,24,26,28)",NBCBQFYOXXVZFO-UHFFFAOYSA-N,425.102145,C18H21Cl2N5O3,426.29704,103.0,303645,1,60.0,"N-[(3,4-dichloroanilino)-[(4,5-dioxo-1-propan-2-ylimidazol-2-yl)amino]methylidene]-2,2-dimethylpropanamide","N-[(3,4-dichloroanilino)-[(1-isopropyl-4,5-diketo-2-imidazolin-2-yl)amino]methylene]-2,2-dimethyl-propionamide",0,0,ligprep_3.sdf,15,55137,1,W2NIXTFbY0hdYyhDbCljKENsKVtjSF1jMVtOSF1DKD1OXEMoPU8pQyhbQ0gzXSkoW0NIM10pW0NIM10pL1tOSF1DKE4yW0NIXShbQ0gzXSlbQ0gzXSk9TkMoPU8pQzI9Tw==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0375,0.0,0.0375,0.0009,0.000887947346095297,0,0,16_8_21_7_E,,S-OPLS,44.032851,1,23731283-1,-404.469879150391,13.1146068572998,77.2725296020508,77.7950820922852,1.58996760845184,75.7656631469727,-554.527709960938,-95.4799957275391,1,0.048422995954752,23731283,4.6,>,This compound has an imine and may undergo hydrolysis.,1,0,0,0,0,5,2,-1,426.302,10.66,690.286,324.729,126.678,108.971,129.909,1258.006,1.0,8.0,0.0903254,0.0115894,0.8164402,42.022,12.717,21.282,11.27,3.567,-5.618,-5.329,-5.022,623.185,-0.686,1527.559,-2.99,9.21,1.367,0,0.236,3,100.0,0.0,0.0,125.413,8,0,0,11,0,11,0,28,0.00104953902539085
O=C1C(=O)N(C(C)C)C(=N1)/N=C(\NC(=O)C(CC)CC)Nc2cc(Cl)c(Cl)cc2,23731282,2,23731282,"InChI=1S/C19H23Cl2N5O3/c1-5-11(6-2)15(27)23-18(22-12-7-8-13(20)14(21)9-12)25-19-24-16(28)17(29)26(19)10(3)4/h7-11H,5-6H2,1-4H3,(H2,22,23,24,25,27,28)",ISXWSWAVBDSEPG-UHFFFAOYSA-N,439.117795,C19H23Cl2N5O3,440.32362,103.0,303645,1,60.0,"N-[(3,4-dichloroanilino)-[(4,5-dioxo-1-propan-2-ylimidazol-2-yl)amino]methylidene]-2-ethylbutanamide","N-[(3,4-dichloroanilino)-[(1-isopropyl-4,5-diketo-2-imidazolin-2-yl)amino]methylene]-2-ethyl-butyramide",0,0,ligprep_3.sdf,16,55137,1,W2NIXTFbY0hdYyhDbCljKENsKVtjSF1jMVtOSF1DKC9bTkhdQyhOMltDSF0oW0NIM10pW0NIM10pPU5DKD1PKUMyPU8pPU5cQyg9TylbQ0hdKFtDSDJdW0NIM10pW0NIMl1bQ0gzXQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0405,0.0,0.0405,0.0009,0.000928578791066356,0,0,15_8_22_7_E,,S-OPLS,35.239309,1,23731282-1,-471.39404296875,11.1486692428589,77.7569198608398,55.3514976501465,1.73145198822021,64.5635833740234,-587.23046875,-94.7157135009766,1,0.0436421893537045,23731282,5.0,>,This compound has an imine and may undergo hydrolysis.,0,0,0,0,0,7,2,-1,440.328,11.002,751.077,395.19,117.19,108.785,129.912,1353.15,1.0,8.0,0.089459,0.0106514,0.787731,44.543,13.617,21.942,10.91,4.212,-6.351,-5.613,-5.486,766.63,-0.799,1910.985,-2.624,9.227,1.351,1,0.386,1,100.0,0.0,0.0,123.553,8,0,1,11,0,11,0,29,0.000466278929004567
Cn1cncc1CN(c(c23)ccc(C#N)c2)C(=O)[C@H](C3)N(S(=O)(=O)c4cn(C)cn4)Cc5ccc(cc5)-n6cccn6,24777274,2,24777274,"InChI=1S/C29H27N9O3S/c1-34-18-28(32-20-34)42(40,41)38(16-21-4-7-24(8-5-21)37-11-3-10-33-37)27-13-23-12-22(14-30)6-9-26(23)36(29(27)39)17-25-15-31-19-35(25)2/h3-12,15,18-20,27H,13,16-17H2,1-2H3",WMXCYTTUJRZJQA-UHFFFAOYSA-N,581.195757,C29H27N9O3S,581.64818,143.0,312986,0,9.0,"N-[6-cyano-1-[(3-methylimidazol-4-yl)methyl]-2-oxo-3,4-dihydroquinolin-3-yl]-1-methyl-N-[(4-pyrazol-1-ylphenyl)methyl]imidazole-4-sulfonamide","N-[6-cyano-2-keto-1-[(3-methylimidazol-4-yl)methyl]-3,4-dihydroquinolin-3-yl]-1-methyl-N-(4-pyrazol-1-ylbenzyl)imidazole-4-sulfonamide",1,0,ligprep_3.sdf,17,55137,0,TiNDYyhbY0hdMSlbY0hdW2NIXWMoYzEyKU4oW0NIMl1jKG4zW0NIM10pW2NIXW5bY0hdMylDKD1PKVtDQEhdKFtDSDJdMilOKFMoPU8pKD1PKWMobltjSF00KVtjSF1uNFtDSDNdKVtDSDJdYzVbY0hdW2NIXWMoW2NIXVtjSF01KS1uNm5bY0hdW2NIXVtjSF02,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.4851,0.485,0.0001,0.4903,0.975291488761131,0,0,,,S-OPLS,51.060004,1,24777274-4,65.3147430419922,35.1279792785645,67.7637634277344,14.9478645324707,4.39424848556519,95.9218063354492,-51.9624862670898,-100.878425598145,1,0.0468724779784679,24777274,1.5,,,0,0,0,0,0,8,0,-2,581.651,11.951,836.819,188.469,198.551,449.799,0.0,1631.772,0.0,13.5,0.0875243,0.0,0.8010132,58.308,17.897,28.704,17.676,2.519,-4.704,-7.892,-6.897,129.73,-1.982,54.406,-2.826,9.315,0.926,4,-0.596,2,53.596,0.0,0.0,135.107,12,2,0,31,0,31,2,42,0.0171603807069222
Cn1cncc1CN(c(c23)ccc(C#N)c2)C(=O)[C@H](C3)N(CC(=O)OC(C)(C)C)S(=O)(=O)c4cn(C)cn4,24777272,2,24777272,"InChI=1S/C25H29N7O5S/c1-25(2,3)37-23(33)14-32(38(35,36)22-13-29(4)16-28-22)21-9-18-8-17(10-26)6-7-20(18)31(24(21)34)12-19-11-27-15-30(19)5/h6-8,11,13,15-16,21H,9,12,14H2,1-5H3",OUSYXTRKAFJDGA-UHFFFAOYSA-N,539.195088,C25H29N7O5S,539.60666,152.0,312986,0,21.0,"tert-butyl 2-[[6-cyano-1-[(3-methylimidazol-4-yl)methyl]-2-oxo-3,4-dihydroquinolin-3-yl]-(1-methylimidazol-4-yl)sulfonylamino]acetate","2-[[6-cyano-2-keto-1-[(3-methylimidazol-4-yl)methyl]-3,4-dihydroquinolin-3-yl]-(1-methylimidazol-4-yl)sulfonyl-amino]acetic acid tert-butyl ester",1,0,ligprep_3.sdf,18,55137,0,W0NIM11DKFtDSDNdKShbQ0gzXSlPQyg9TylbQ0gyXU4oUyg9TykoPU8pYyhuW2NIXTEpW2NIXW4xW0NIM10pW0NAQEhdKFtDSDJdMilDKD1PKU4oYyhjMjMpW2NIXVtjSF1jKFtjSF0zKUMjTilbQ0gyXWMobjRbQ0gzXSlbY0hdbltjSF00,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.4792,0.4792,0.0,0.4841,0.963304803514009,0,0,,,S-OPLS,36.945231,1,24777272-4,-178.344268798828,32.0804290771484,66.2456817626953,-7.08622932434082,3.30657315254211,85.981315612793,-233.422348022461,-125.449691772461,1,0.0462131649255753,24777272,0.9,,This compound has an ester and may undergo hydrolysis at high or low pH.,0,0,0,0,0,9,1,-2,539.608,7.814,883.512,432.856,210.313,240.344,0.0,1632.562,0.0,14.5,0.0373974,0.0,0.7589251,55.698,16.844,27.098,17.208,1.71,-4.902,-5.876,-6.579,100.347,-2.413,41.219,-3.685,9.153,0.743,4,-0.904,2,46.866,0.0,0.0,146.464,12,2,0,20,0,20,2,38,0.00139606600813759
Cn1cncc1CN(c(c23)ccc(C#N)c2)C(=O)[C@@H](C3)N(CC(=O)NC(C)(C)C)S(=O)(=O)c4cn(C)cn4,24777132,2,24777132,"InChI=1S/C25H30N8O4S/c1-25(2,3)29-22(34)13-33(38(36,37)23-14-30(4)16-28-23)21-9-18-8-17(10-26)6-7-20(18)32(24(21)35)12-19-11-27-15-31(19)5/h6-8,11,14-16,21H,9,12-13H2,1-5H3,(H,29,34)",VLVAVKZHOAWKKQ-UHFFFAOYSA-N,538.211072,C25H30N8O4S,538.6219,155.0,312986,1,144.0,"N-tert-butyl-2-[[6-cyano-1-[(3-methylimidazol-4-yl)methyl]-2-oxo-3,4-dihydroquinolin-3-yl]-(1-methylimidazol-4-yl)sulfonylamino]acetamide","N-tert-butyl-2-[[6-cyano-2-keto-1-[(3-methylimidazol-4-yl)methyl]-3,4-dihydroquinolin-3-yl]-(1-methylimidazol-4-yl)sulfonyl-amino]acetamide",1,0,ligprep_3.sdf,19,55137,0,W0NIM11DKFtDSDNdKShbQ0gzXSlbTkhdQyg9TylbQ0gyXU4oUyg9TykoPU8pYyhuW2NIXTEpW2NIXW4xW0NIM10pW0NASF0oW0NIMl0yKUMoPU8pTihjKGMyMylbY0hdW2NIXWMoW2NIXTMpQyNOKVtDSDJdYyhuNFtDSDNdKVtjSF1uW2NIXTQ=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.4797,0.4797,0.0,0.4845,0.96419005225126,0,0,,,S-OPLS,32.029393,1,24777132-3,-258.819641113281,25.9849815368652,93.8445053100586,4.95573663711548,0.399074047803879,35.636344909668,-311.7216796875,-107.918617248535,1,0.0464124791324139,24777132,0.3,,,0,0,0,0,1,9,0,-2,538.623,9.86,769.405,365.732,198.083,205.59,0.0,1533.96,1.0,15.0,0.0633739,0.0194956,0.8360254,51.42,15.389,27.916,20.455,0.807,-3.183,-5.46,-3.791,82.192,-1.868,55.01,-3.582,9.01,1.104,4,-0.984,2,40.024,0.0,25.458,140.095,12,2,0,20,0,20,2,38,0.0926038329217499
Cn1cncc1CN(c(c23)ccc(C#N)c2)C(=O)[C@@H](C3)N(S(=O)(=O)c4cn(C)cn4)Cc5ccc(cc5)S(=O)(=O)C,24777018,2,24777018,"InChI=1S/C27H27N7O5S2/c1-31-16-26(30-18-31)41(38,39)34(14-19-4-7-23(8-5-19)40(3,36)37)25-11-21-10-20(12-28)6-9-24(21)33(27(25)35)15-22-13-29-17-32(22)2/h4-10,13,16-18,25H,11,14-15H2,1-3H3",KTHNDDWDKVGDPX-UHFFFAOYSA-N,593.151509,C27H27N7O5S2,593.67718,168.0,312986,1,133.0,"N-[6-cyano-1-[(3-methylimidazol-4-yl)methyl]-2-oxo-3,4-dihydroquinolin-3-yl]-1-methyl-N-[(4-methylsulfonylphenyl)methyl]imidazole-4-sulfonamide","N-[6-cyano-2-keto-1-[(3-methylimidazol-4-yl)methyl]-3,4-dihydroquinolin-3-yl]-N-(4-mesylbenzyl)-1-methyl-imidazole-4-sulfonamide",1,0,ligprep_3.sdf,20,55137,0,Tz1TKD1PKShbQ0gzXSljKFtjSF1bY0hdMSlbY0hdW2NIXWMxW0NIMl1OKFMoPU8pKD1PKWMobltjSF0yKVtjSF1uMltDSDNdKVtDQEhdKFtDSDJdMylDKD1PKU4oYyhjMzQpW2NIXVtjSF1jKFtjSF00KUMjTilbQ0gyXWMobjVbQ0gzXSlbY0hdbltjSF01,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.485,0.485,0.0,0.4903,0.975291488761131,0,0,,,S-OPLS,36.222246,1,24777018-3,-280.411163330078,29.5137233734131,51.3457870483398,15.1995534896851,3.74469137191772,78.7551345825195,-291.486236572266,-167.483825683594,1,0.0439838767051697,24777018,0.7,,,1,0,0,0,0,9,0,-2,593.674,6.376,805.886,234.257,277.577,293.755,0.297,1610.948,0.0,16.5,0.0252327,0.0,0.8246683,55.343,17.045,28.647,19.812,0.193,-2.385,-6.456,-5.77,23.102,-2.699,8.458,-4.736,9.337,0.916,4,-1.501,2,26.568,0.0,0.0,160.484,12,2,0,26,0,26,2,41,0.0448520896143185
Cn1cncc1CN(c(c23)ccc(C#N)c2)C[C@H](C3)N(S(=O)(=O)c4cn(C)cn4)Cc(cc5)ccc5C#N,17759517,2,17759517,"InChI=1S/C27H26N8O2S/c1-32-17-27(31-19-32)38(36,37)35(14-21-5-3-20(11-28)4-6-21)24-10-23-9-22(12-29)7-8-26(23)34(15-24)16-25-13-30-18-33(25)2/h3-9,13,17-19,24H,10,14-16H2,1-2H3",BLCYASSTUFIEFY-UHFFFAOYSA-N,526.189943,C27H26N8O2S,526.61274,132.0,312986,0,3.0,"N-[6-cyano-1-[(3-methylimidazol-4-yl)methyl]-3,4-dihydro-2H-quinolin-3-yl]-N-[(4-cyanophenyl)methyl]-1-methylimidazole-4-sulfonamide","N-(4-cyanobenzyl)-N-[6-cyano-1-[(3-methylimidazol-4-yl)methyl]-3,4-dihydro-2H-quinolin-3-yl]-1-methyl-imidazole-4-sulfonamide",1,0,ligprep_3.sdf,21,55137,0,TiNDYyhbY0hdW2NIXTEpW2NIXVtjSF1jMVtDSDJdTihTKD1PKSg9TyljKG5bY0hdMilbY0hdbjJbQ0gzXSlbQ0BASF0oW0NIMl0zKVtDSDJdTihjKGMzNClbY0hdW2NIXWMoW2NIXTQpQyNOKVtDSDJdYyhuNVtDSDNdKVtjSF1uW2NIXTU=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,1.1154,1.1154,0.0,1.1737,2.28905841088864,0,0,,,S-OPLS,50.453421,1,17759517-4,41.1665916442871,20.1894874572754,72.3495788574219,58.7425727844238,-0.145614445209503,68.6663131713867,-73.8862609863281,-104.749488830566,1,0.0453662313520908,17759517,2.0,,,0,0,0,0,0,9,0,-2,526.615,10.973,833.948,228.492,250.412,355.043,0.0,1597.622,0.0,12.0,0.0753724,0.0,0.7925175,55.395,17.351,26.718,15.679,2.557,-5.272,-7.055,-6.582,41.807,-2.637,15.999,-4.02,8.243,0.939,4,-0.336,2,57.974,0.0,0.0,119.174,10,1,0,26,0,26,3,38,0.000268903023445623
